modified_question,modified_answer,assignment_id,objective,confidence,question,correct_answer,question_type,question_base,evidences,domain,worker_id,evidences_in_min,time_spent,video_link,video_id,time_in_original_video,duration
What is being depicted in the video?,The video depicts aerial videography of farmland.,3CN4LGXD5XNS9L2T3LX171MQAYJ4YA,Aerial videography.,very_high,What is being depicted in the video?,The video depicts aerial videography of farmland.,['Existence'],['scene'],"[{0: [0.0, 93.983]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:00.000', '01:33.983']}]",3336.0,https://www.dropbox.com/s/v75i6zpfk08gc9l/John-Suscovich_2-clip-3.mp4?raw=1,John-Suscovich_2-clip-3,"{'frames': {'start': '00:03:44.233', 'end': '00:05:18.367'}, 'seconds': {'start': '224.23333333333332', 'end': '318.3666666666667'}, 'split-method': 'auto'}",94.13333333333335
What agricultural pest is the farmer digging to find?,The farmer is digging to find evidence of a cutworm or wireworm infestation that is affecting the corn crop.,3CN4LGXD5XNS9L2T3LX171MQAYJ4YA,Digging for answers.,high,What agricultural pest is the farmer digging to find?,The farmer is digging to find evidence of a cutworm or wireworm infestation that is affecting the corn crop.,['Entity'],"['audio', 'scene']","[{0: [0.0, 46.425]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:00.000', '00:46.425']}]",3336.0,https://www.dropbox.com/s/waxgfrrur5wiu69/RealAgriculture_9-clip-1.mp4?raw=1,RealAgriculture_9-clip-1,"{'frames': {'start': '00:01:29.978', 'end': '00:02:51.368'}, 'seconds': {'start': '89.97754557581146', 'end': '171.3678486734845'}, 'split-method': 'auto'}",81.39030309767304
What activity is the farmer doing throughout the video?,The farmer is fixing the tractor with various tools.,3CN4LGXD5XNS9L2T3LX171MQAYJ4YA,Maintaining farm equipment.,high,What activity is the farmer doing throughout the video?,The farmer is fixing the tractor with various tools.,['Motion'],['scene'],"[{0: [0.0, 15.967]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:00.000', '00:15.967']}]",3336.0,https://www.dropbox.com/s/6z7cbuoalfczycj/Hamiltonville-Farm_2-clip-0.mp4?raw=1,Hamiltonville-Farm_2-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:02.963'}, 'seconds': {'start': '0.0', 'end': '62.9629'}, 'split-method': 'auto'}",62.9629
What is the purpose of carrying the pot?,The men are using the pot to contain the small crabs they are catching.,3DBQWDE4Y6XGT52FAO70VDUX6XUN52,I want to know why the men are carrying a pot with them.,moderate,What is the purpose of carrying the pot?,The men are using the pot to contain the small crabs they are catching.,['Reasoning'],['scene'],"[{0: [35.724, 45.308]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:35.724', '00:45.308']}]",2658.0,https://www.dropbox.com/s/khee1pqb55kx3fx/Survival-Skills-Primitive_3-clip-0.mp4?raw=1,Survival-Skills-Primitive_3-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:04.067'}, 'seconds': {'start': '0.0', 'end': '64.06666666666666'}, 'split-method': 'auto'}",64.06666666666666
What is the man building?,"Judging by the shape of the structure he is forming, it looks to be similar to the shape of a hut or enclosure with the potential to put a roof covering over it if wanted.",3DBQWDE4Y6XGT52FAO70VDUX6XUN52,I am wondering what the man is building.,moderate,What is the man building?,"Judging by the shape of the structure he is forming, it looks to be similar to the shape of a hut or enclosure with the potential to put a roof covering over it if wanted.",['Reasoning'],['scene'],"[{0: [16.896, 31.539]}, {1: [39.424, 48.486]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:16.896', '00:31.539']}, {1: ['00:39.424', '00:48.486']}]",2658.0,https://www.dropbox.com/s/6m7l1wwyjad61k9/Survival-Instinct_0-clip-6.mp4?raw=1,Survival-Instinct_0-clip-6,"{'frames': {'start': '00:06:41.960', 'end': '00:07:45.960'}, 'seconds': {'start': '401.96', 'end': '465.96'}, 'split-method': 'auto'}",64.0
How is the man mixing up this muddy substance to use it better?,This man uses his feet to mix up the substance better.,3DBQWDE4Y6XGT52FAO70VDUX6XUN52,I am curious how the man will use this muddy substance.,moderate,How is the man mixing up this muddy substance to use it better?,This man uses his feet to mix up the substance better.,['Reasoning'],['scene'],"[{0: [12.546, 24.091]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:12.546', '00:24.091']}]",2658.0,https://www.dropbox.com/s/ym268j80ljohnyj/Primitive-Technology_12-clip-3.mp4?raw=1,Primitive-Technology_12-clip-3,"{'frames': {'start': '00:03:12.734', 'end': '00:04:36.151'}, 'seconds': {'start': '192.73420833333333', 'end': '276.150875'}, 'split-method': 'auto'}",83.41666666666666
What is the man trying to do?,"Based on the items he is gathering and what he says, he is wanting to make a fire.",3DBQWDE4Y6XGT52FAO70VDUX6XUN52,I am wondering what the man is going to do.,moderate,What is the man trying to do?,"Based off the items he is gathering and what he says, he is wanting to make a fire.",['Reasoning'],"['audio', 'scene']","[{0: [11.117, 28.09]}, {1: [29.465, 44.287]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:11.117', '00:28.090']}, {1: ['00:29.465', '00:44.287']}]",2658.0,https://www.dropbox.com/s/bw6popq80c8a540/BC-Bushcraft_7-clip-2.mp4?raw=1,BC-Bushcraft_7-clip-2,"{'frames': {'start': '00:02:24.044', 'end': '00:03:38.752'}, 'seconds': {'start': '144.0439', 'end': '218.75186666666667'}, 'split-method': 'auto'}",74.70796666666666
What is going on in this video?,"It appears the man is cooking something in the fire, likely his dinner, and he lays down on some fur while he waits for things to cook.",3DBQWDE4Y6XGT52FAO70VDUX6XUN52,I would like to know about what the man is doing.,moderate,What is going on in this video?,"It appears the man is cooking something in the fire, likely his dinner, and he lays down on some fur while he waits for things to cook.",['Reasoning'],['scene'],"[{0: [1.62, 14.318]}, {1: [25.135, 38.304]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:01.620', '00:14.318']}, {1: ['00:25.135', '00:38.304']}]",2658.0,https://www.dropbox.com/s/ggxnopo5oxd00qq/Bertram-Craft_9-clip-11.mp4?raw=1,Bertram-Craft_9-clip-11,"{'frames': {'start': '00:15:59.600', 'end': '00:17:04.920'}, 'seconds': {'start': '959.6', 'end': '1024.92'}, 'split-method': 'auto'}",65.32000000000005
What command does the shooter in the video yell?,"The command the shooter in the video yells are ""get down on the deck"" in English.",3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about coming alongside an enemy marine vessel.,very_high,What command does the shooter in the video yell?,"The command the shooter in the video yells are ""get down on the deck"" in English.",['Other'],['audio'],"[{0: [41.304, 44.742]}]",Military,A1UXY4UGY259QT,"[{0: ['00:41.304', '00:44.742']}]",3779.0,https://www.dropbox.com/s/fj7z10wrihu6cmp/USA-Military-Channel_3-clip-1.mp4?raw=1,USA-Military-Channel_3-clip-1,"{'frames': {'start': '00:01:04.932', 'end': '00:02:05.459'}, 'seconds': {'start': '64.93161348985686', 'end': '125.45882154258058'}, 'split-method': 'auto'}",60.52720805272372
Is someone shot in the video?,Yes someone was shot in the video.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about coming alongside an enemy marine vessel.,very_high,Is someone shot in the video?,Yes someone was shot in the video.,['Motion'],"['audio', 'scene']","[{0: [35.299, 39.851]}]",Military,A1UXY4UGY259QT,"[{0: ['00:35.299', '00:39.851']}]",3779.0,https://www.dropbox.com/s/fj7z10wrihu6cmp/USA-Military-Channel_3-clip-1.mp4?raw=1,USA-Military-Channel_3-clip-1,"{'frames': {'start': '00:01:04.932', 'end': '00:02:05.459'}, 'seconds': {'start': '64.93161348985686', 'end': '125.45882154258058'}, 'split-method': 'auto'}",60.52720805272372
What type of uniform is worn in the video?,The United Stated Marine Corps uniform is worn in the video.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about military readiness.,very_high,What type of uniform is worn in the video?,The United Stated Marine Corps uniform is worn in the video.,['Entity'],['scene'],"[{0: [4.438, 60.3]}]",Military,A1UXY4UGY259QT,"[{0: ['00:04.438', '01:00.300']}]",3779.0,https://www.dropbox.com/s/wbl3orjwuyt73zf/MilitaryNotes_5-clip-0.mp4?raw=1,MilitaryNotes_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.300'}, 'seconds': {'start': '0.0', 'end': '60.3'}, 'split-method': 'auto'}",60.3
How many helicopters are in this video?,There are two helicopters in the video.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about modern warfare.,very_high,How many helicopters are in this video?,There are two helicopters in the video.,['Number'],['scene'],"[{0: [0.58, 2.804]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.580', '00:02.804']}]",3779.0,https://www.dropbox.com/s/hjt66m0yfyi2eom/Military-Archive_8-clip-0.mp4?raw=1,Military-Archive_8-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.427'}, 'seconds': {'start': '0.0', 'end': '60.42691122867071'}, 'split-method': 'auto'}",60.42691122867071
Where was the location of the video taken?,The location where the video was taken was on a marine vessel at sea.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about coming alongside an enemy marine vessel.,very_high,Where was the location of the video taken?,The location where the video was taken was on a marine vessel at sea.,['Location'],['scene'],"[{0: [0.0, 56.363]}, {1: [58.639, 60.527]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:56.363']}, {1: ['00:58.639', '01:00.527']}]",3779.0,https://www.dropbox.com/s/fj7z10wrihu6cmp/USA-Military-Channel_3-clip-1.mp4?raw=1,USA-Military-Channel_3-clip-1,"{'frames': {'start': '00:01:04.932', 'end': '00:02:05.459'}, 'seconds': {'start': '64.93161348985686', 'end': '125.45882154258058'}, 'split-method': 'auto'}",60.52720805272372
Where was this video taken?,"This video was taken at the United States Marine Corps Recruit Training Depot in San Diego, California.",3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about the United States Marine Corps boot camp.,high,Where was this video taken?,"This video was taken at the United States Marine Corps Recruit Training Depot in San Diego, California.","['Location', 'Reasoning']",['scene'],"[{0: [0.0, 55.0]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:55.000']}]",3779.0,https://www.dropbox.com/s/4rh2823saoa458p/AiirSource-Military_4-manual.mp4?raw=1,AiirSource-Military_4-manual,"{'seconds': {'start': '0:40', 'end': '1:35'}, 'split-method': 'manual'}",55.0
How many drill sergeants are in this video?,There are two drill sergeants in this video.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about the United States Marine Corps boot camp.,very_high,How many drill sergeants are in this video?,There are two drill sergeants in this video.,['Number'],['scene'],"[{0: [0.0, 55.0]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:55.000']}]",3779.0,https://www.dropbox.com/s/4rh2823saoa458p/AiirSource-Military_4-manual.mp4?raw=1,AiirSource-Military_4-manual,"{'seconds': {'start': '0:40', 'end': '1:35'}, 'split-method': 'manual'}",55.0
Are there helicopters in the video?,Yes there are helicopters in the video.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about modern warfare.,very_high,Are there helicopters in the video?,Yes there are helicopters in the video.,['Existence'],"['audio', 'scene']","[{0: [0.0, 35.531]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:35.531']}]",3779.0,https://www.dropbox.com/s/hjt66m0yfyi2eom/Military-Archive_8-clip-0.mp4?raw=1,Military-Archive_8-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.427'}, 'seconds': {'start': '0.0', 'end': '60.42691122867071'}, 'split-method': 'auto'}",60.42691122867071
What type of helicopter is in the video?,A Russian MI-24 helicopter.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about military attack helicopters.,high,What type of helicopter is in the video?,A Russian MI-24 helicopter.,['Entity'],['scene'],"[{0: [0.0, 33.483]}, {1: [36.951, 45.231]}, {2: [56.513, 64.69]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:33.483']}, {1: ['00:36.951', '00:45.231']}, {2: ['00:56.513', '01:04.690']}]",3779.0,https://www.dropbox.com/s/2ff3colvum39jly/WarLeaks-Military-Blog_10-clip-3.mp4?raw=1,WarLeaks-Military-Blog_10-clip-3,"{'frames': {'start': '00:03:10.655', 'end': '00:04:15.345'}, 'seconds': {'start': '190.6551724137931', 'end': '255.3448275862069'}, 'split-method': 'auto'}",64.68965517241378
Do the helicopters in the video use ordnance?,Yes the helicopters in the video use ordnance.,3DIP6YHAPCRVMH84FNBKHAAFU0J8EZ,I want to learn about military attack helicopters.,very_high,Do the helicopters in the video use ordnance?,Yes the helicopters in the video use ordnance.,['Motion'],['scene'],"[{0: [0.0, 2.898]}, {1: [41.35, 64.69]}]",Military,A1UXY4UGY259QT,"[{0: ['00:00.000', '00:02.898']}, {1: ['00:41.350', '01:04.690']}]",3779.0,https://www.dropbox.com/s/2ff3colvum39jly/WarLeaks-Military-Blog_10-clip-3.mp4?raw=1,WarLeaks-Military-Blog_10-clip-3,"{'frames': {'start': '00:03:10.655', 'end': '00:04:15.345'}, 'seconds': {'start': '190.6551724137931', 'end': '255.3448275862069'}, 'split-method': 'auto'}",64.68965517241378
What are the humans looking for in the sand?,The humans are looking for crabs in the sand.,3EKVH9QMEY3F8WSF3BRZ11FR8KL2DK,Determine what the humans are collecting,very_high,What are the humans looking for in the sand?,The humans are looking for crabs in the sand.,"['Existence', 'Motion']",['scene'],"[{0: [55.606, 63.696]}, {1: [21.878, 27.461]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:55.606', '01:03.696']}, {1: ['00:21.878', '00:27.461']}]",966.0,https://www.dropbox.com/s/wyq3ms4t3ouqlcw/Survival-Skills-Primitive_4-clip-54.mp4?raw=1,Survival-Skills-Primitive_4-clip-54,"{'frames': {'start': '01:05:30.467', 'end': '01:07:52.900'}, 'seconds': {'start': '3930.4666666666667', 'end': '4072.9'}, 'split-method': 'auto'}",142.4333333333334
Why is the human cutting meat?,The human is cutting meat to cook and eat.,3EKVH9QMEY3F8WSF3BRZ11FR8KL2DK,Determine what the human is doing.,very_high,Why is the human cutting meat?,The human is cutting meat to cook and eat.,"['Existence', 'Motion', 'Reasoning']",['scene'],"[{0: [11.683, 13.622]}, {1: [19.986, 23.665]}, {2: [28.885, 31.719]}, {3: [42.557, 44.745]}, {4: [46.982, 49.766]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:11.683', '00:13.622']}, {1: ['00:19.986', '00:23.665']}, {2: ['00:28.885', '00:31.719']}, {3: ['00:42.557', '00:44.745']}, {4: ['00:46.982', '00:49.766']}]",966.0,https://www.dropbox.com/s/zeuk5bh5sis22or/Bertram-Craft_7-clip-6.mp4?raw=1,Bertram-Craft_7-clip-6,"{'frames': {'start': '00:06:14.749', 'end': '00:07:16.895'}, 'seconds': {'start': '374.749375', 'end': '436.89479166666666'}, 'split-method': 'auto'}",62.14541666666668
What is the human doing with the bamboo?,The human is building a wall for his shelter.,3EKVH9QMEY3F8WSF3BRZ11FR8KL2DK,Determine what the human is doing with the bamboo.,very_high,What is the human doing with the bamboo?,The human is building a wall for his shelter.,"['Existence', 'Motion', 'Reasoning']",['scene'],"[{0: [10.06, 13.482]}, {1: [20.376, 23.95]}, {2: [33.551, 36.972]}, {3: [49.637, 52.701]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:10.060', '00:13.482']}, {1: ['00:20.376', '00:23.950']}, {2: ['00:33.551', '00:36.972']}, {3: ['00:49.637', '00:52.701']}]",966.0,https://www.dropbox.com/s/upuhfh0eelbmrx1/King-Kong-Amazon_12-clip-2.mp4?raw=1,King-Kong-Amazon_12-clip-2,"{'frames': {'start': '00:02:05.033', 'end': '00:03:08.867'}, 'seconds': {'start': '125.03333333333333', 'end': '188.86666666666667'}, 'split-method': 'auto'}",63.83333333333334
What is the human doing with the fire.,The human is cooking one egg and six pieces of bacon.,3EKVH9QMEY3F8WSF3BRZ11FR8KL2DK,Determine what the human is doing.,very_high,What is the human doing with the fire.,The human is cooking one egg and six pieces of bacon.,"['Existence', 'Motion']","['audio', 'scene']","[{0: [1.672, 4.478]}, {1: [46.755, 49.383]}, {2: [53.563, 58.28]}, {3: [73.447, 74.104]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:01.672', '00:04.478']}, {1: ['00:46.755', '00:49.383']}, {2: ['00:53.563', '00:58.280']}, {3: ['01:13.447', '01:14.104']}]",966.0,https://www.dropbox.com/s/1fw0q7jq5fh1rrf/Joe-Robinet_2-clip-5.mp4?raw=1,Joe-Robinet_2-clip-5,"{'frames': {'start': '00:08:06.486', 'end': '00:09:21.127'}, 'seconds': {'start': '486.486', 'end': '561.1272333333334'}, 'split-method': 'auto'}",74.64123333333339
What is the human doing with the hammer?,The human is shaping metal with a hammer.,3EKVH9QMEY3F8WSF3BRZ11FR8KL2DK,Determine what the human us using the hammer for.,very_high,What is the human doing with the hammer?,The human is shaping metal with a hammer.,"['Existence', 'Motion']",['scene'],"[{0: [0.0, 2.323]}, {1: [5.754, 7.126]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:02.323']}, {1: ['00:05.754', '00:07.126']}]",966.0,https://www.dropbox.com/s/26mnkkp15i4q3pr/Bertram-Craft_2-clip-3.mp4?raw=1,Bertram-Craft_2-clip-3,"{'frames': {'start': '00:03:22.202', 'end': '00:04:28.185'}, 'seconds': {'start': '202.202', 'end': '268.1845833333333'}, 'split-method': 'auto'}",65.98258333333331
What does the man appear to be doing?,"It looks as if this man is on a walk and exploring the area, judging by how he stops to look around at things for a moment and then continues on walking.",3EQHHY4HQSRAJDLTNKU55TL05L95GD,I am curious what the man is doing.,moderate,What does the man appear to be doing?,"It looks as if this man is on a walk and exploring the area, judging by how he stops to look around at things for a moment and then continues on walking.",['Reasoning'],['scene'],"[{0: [28.912, 40.404]}, {1: [44.46, 55.64]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:28.912', '00:40.404']}, {1: ['00:44.460', '00:55.640']}]",2227.0,https://www.dropbox.com/s/ziljidqx9eon8w2/King-Kong-Amazon_11-clip-7.mp4?raw=1,King-Kong-Amazon_11-clip-7,"{'frames': {'start': '00:07:16.900', 'end': '00:08:21.900'}, 'seconds': {'start': '436.9', 'end': '501.9'}, 'split-method': 'auto'}",65.0
What is the man doing?,This man is building a fire.,3EQHHY4HQSRAJDLTNKU55TL05L95GD,I want to know what is going on in the video.,moderate,What is the man doing?,This man is building a fire.,['Reasoning'],['scene'],"[{0: [27.315, 39.304]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:27.315', '00:39.304']}]",2227.0,https://www.dropbox.com/s/appulo0qwp51dfs/BC-Bushcraft_8-clip-6.mp4?raw=1,BC-Bushcraft_8-clip-6,"{'frames': {'start': '00:07:23.343', 'end': '00:08:26.573'}, 'seconds': {'start': '443.3429', 'end': '506.57273333333336'}, 'split-method': 'auto'}",63.229833333333374
Is the man swimming?,"Not that we can see, the man is using a paddle board that has been crafted of branches that he likely made himself.",3EQHHY4HQSRAJDLTNKU55TL05L95GD,I am curious about what the man is doing.,moderate,Is the man swimming?,"Not that we can see, the man is using a paddle board that has been crafted of branches that he likely made himself.",['Reasoning'],['scene'],"[{0: [25.336, 36.043]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:25.336', '00:36.043']}]",2227.0,https://www.dropbox.com/s/2hm0ykhbnjzwrsk/Chad-Zuber_6-clip-6.mp4?raw=1,Chad-Zuber_6-clip-6,"{'frames': {'start': '00:06:28.221', 'end': '00:07:41.361'}, 'seconds': {'start': '388.22116666666665', 'end': '461.3609'}, 'split-method': 'auto'}",73.13973333333337
What is the man rinsing out in the basket?,"It appears to be some kind of berry or fruit that is being washed in the river, followed by the man eating some of them.",3EQHHY4HQSRAJDLTNKU55TL05L95GD,I am curious about what is in the basket.,moderate,What is the man rinsing out in the basket?,"It appears to be some kind of berry or fruit that is being washed in the river, followed by the man eating some of them.",['Reasoning'],['scene'],"[{0: [4.131, 15.845]}, {1: [18.198, 23.845]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:04.131', '00:15.845']}, {1: ['00:18.198', '00:23.845']}]",2227.0,https://www.dropbox.com/s/drq8tbblpkipo8j/Chad-Zuber_3-clip-1.mp4?raw=1,Chad-Zuber_3-clip-1,"{'frames': {'start': '00:01:01.862', 'end': '00:02:07.227'}, 'seconds': {'start': '61.8618', 'end': '127.22710000000001'}, 'split-method': 'auto'}",65.3653
Is this man eating?,"Yes, you can tell by seeing him pick up multiple food items and hear him eating them.",3EQHHY4HQSRAJDLTNKU55TL05L95GD,I want to know what the man is doing.,moderate,Is this man eating?,"Yes, you can tell by seeing him pick up multiple food items and hear him eating them.",['Reasoning'],"['audio', 'scene']","[{0: [0.0, 15.081]}, {1: [15.695, 24.098]}]",Human Survival,A3VTSFIMHEWR0L,"[{0: ['00:00.000', '00:15.081']}, {1: ['00:15.695', '00:24.098']}]",2227.0,https://www.dropbox.com/s/qi28jfoyl4nonsm/King-Kong-Amazon_1-clip-9.mp4?raw=1,King-Kong-Amazon_1-clip-9,"{'frames': {'start': '00:09:57.300', 'end': '00:10:45.267'}, 'seconds': {'start': '597.3', 'end': '645.2666666666667'}, 'split-method': 'auto'}",47.9666666666667
What structure is being pointed at throughout the video?,The poles are being pointed at throughout the video.,3ERET4BTVM8YMMJOG1S1F1IVYB89K0,Growing hops,very_high,What structure is being pointed at throughout the video?,The poles are being pointed at throughout the video.,['Spatial relationship'],['scene'],"[{0: [36.248, 55.492]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:36.248', '00:55.492']}]",1907.0,https://www.dropbox.com/s/fwikisqabgk53kj/John-Suscovich_7-clip-0.mp4?raw=1,John-Suscovich_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.900'}, 'seconds': {'start': '0.0', 'end': '60.9'}, 'split-method': 'auto'}",60.9
What animals are depicted throughout the video?,The animals depicted in the video are chickens.,3ERET4BTVM8YMMJOG1S1F1IVYB89K0,Livestock on farms.,very_high,What animals are depicted throughout the video?,The animals depicted in the video are chickens.,['Entity'],"['audio', 'scene']","[{0: [32.394, 40.212]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:32.394', '00:40.212']}]",1907.0,https://www.dropbox.com/s/i0vcv17lgwlas3h/John-Suscovich_4-clip-0.mp4?raw=1,John-Suscovich_4-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:10.300'}, 'seconds': {'start': '0.0', 'end': '70.3'}, 'split-method': 'auto'}",70.3
How cold was the previous day referenced in the video?,The previous day referenced in the video was approximately -15 degrees outside.,3ERET4BTVM8YMMJOG1S1F1IVYB89K0,Weather hazards in the agricultural industry.,very_high,How cold was the previous day referenced in the video?,The previous day referenced in the video was approximately -15 degrees outside.,['Temporal relationship'],['audio'],"[{0: [14.619, 24.189]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:14.619', '00:24.189']}]",1907.0,https://www.dropbox.com/s/4nv58dgzb6bj0ue/Millennial-Farmer_8-clip-16.mp4?raw=1,Millennial-Farmer_8-clip-16,"{'frames': {'start': '00:17:31.384', 'end': '00:19:05.578'}, 'seconds': {'start': '1051.3836666666666', 'end': '1145.5777666666668'}, 'split-method': 'auto'}",94.19410000000016
What type of recreational sport are the men demonstrating in the video?,The men in the video are ice fishing.,3ERET4BTVM8YMMJOG1S1F1IVYB89K0,Ice fishing,very_high,What type of recreational sport are the men demonstrating in the video?,The men in the video are ice fishing.,['Motion'],['scene'],"[{0: [3.825, 56.992]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:03.825', '00:56.992']}]",1907.0,https://www.dropbox.com/s/lic732o14gne9xm/Welker-Farms-Inc_3-clip-4.mp4?raw=1,Welker-Farms-Inc_3-clip-4,"{'frames': {'start': '00:04:21.862', 'end': '00:05:22.389'}, 'seconds': {'start': '261.8616', 'end': '322.38873333333333'}, 'split-method': 'auto'}",60.527133333333325
What crop was being harvested throughout the video?,Bushels of corn were being harvested in the video.,3ERET4BTVM8YMMJOG1S1F1IVYB89K0,Harvesting crops.,high,What crop was being harvested throughout the video?,Bushels of corn were being harvested in the video.,['Existence'],"['audio', 'scene']","[{0: [0.0, 13.958]}, {1: [20.708, 49.882]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:00.000', '00:13.958']}, {1: ['00:20.708', '00:49.882']}]",1907.0,https://www.dropbox.com/s/sxmtzcuq3stew3c/How-Farms-Work_8-clip-4.mp4?raw=1,How-Farms-Work_8-clip-4,"{'frames': {'start': '00:04:34.474', 'end': '00:05:45.979'}, 'seconds': {'start': '274.4742', 'end': '345.9789666666667'}, 'split-method': 'auto'}",71.50476666666668
What was the temperature mentioned by the farmer in the video?,The farmer stated it was 91 degree heat index while they were setting posts.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Working conditions on a farm.,high,What was the temperature mentioned by the farmer in the video?,The farmer stated it was 91 degree heat index while they were setting posts.,['Temporal relationship'],['audio'],"[{0: [25.263, 39.546]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:25.263', '00:39.546']}]",2453.0,https://www.dropbox.com/s/p4d419fqskfv706/How-Farms-Work_1-clip-8.mp4?raw=1,How-Farms-Work_1-clip-8,"{'frames': {'start': '00:08:20.633', 'end': '00:09:21.361'}, 'seconds': {'start': '500.63346666666666', 'end': '561.3608'}, 'split-method': 'auto'}",60.72733333333338
What is an obstacle in the pasture that requires caution from the farmer?,The pasture has sink holes that requires caution from the farmer.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Maintaining pastures.,very_high,What is an obstacle in the pasture that requires caution from the farmer?,The pasture has sink holes that requires caution from the farmer.,['Spatial relationship'],"['audio', 'scene']","[{0: [23.29, 29.389]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:23.290', '00:29.389']}]",2453.0,https://www.dropbox.com/s/gnvu7rkq9b35dkj/How-Farms-Work_11-clip-1.mp4?raw=1,How-Farms-Work_11-clip-1,"{'frames': {'start': '00:01:00.861', 'end': '00:02:00.887'}, 'seconds': {'start': '60.8608', 'end': '120.88743333333333'}, 'split-method': 'auto'}",60.026633333333336
What is happening?,The video shows combines harvesting a farm field.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Aerial videography of farm fields.,very_high,What is the aerial video displaying throughout this video?,The video shows combines harvesting a farm field. ,['Motion'],['scene'],"[{0: [20.379, 142.423]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:20.379', '02:22.423']}]",2453.0,https://www.dropbox.com/s/6tcedzvmpmgm8gu/Peterson-Farm-Bros_6-clip-4.mp4?raw=1,Peterson-Farm-Bros_6-clip-4,"{'frames': {'start': '00:04:36.109', 'end': '00:06:59.219'}, 'seconds': {'start': '276.1091666666667', 'end': '419.2188'}, 'split-method': 'auto'}",143.1096333333333
What are the poles being cut in the video?,Telephone poles are being cut in the video.,3ERMJ6L4DYRPYRVYMG7XGIJTSPUM7J,Farmer's how to video.,very_high,What are the poles being cut in the video?,Telephone poles are being cut in the video.,['Existence'],"['audio', 'scene']","[{0: [19.735, 37.028]}]",Agriculture,A1TXHUEZEB0TX2,"[{0: ['00:19.735', '00:37.028']}]",2453.0,https://www.dropbox.com/s/o77hrq1dhueokzo/Hamiltonville-Farm_1-clip-4.mp4?raw=1,Hamiltonville-Farm_1-clip-4,"{'frames': {'start': '00:05:54.667', 'end': '00:06:59.583'}, 'seconds': {'start': '354.6666666666667', 'end': '419.5833333333333'}, 'split-method': 'auto'}",64.91666666666663
